km_driven,days_since_last_service,vehicle_type,service_type,next_service_due_days
12962,46,car,full_service,76
1534,4,car,full_service,65
20846,23,car,wash,45
5011,17,bike,full_service,25
20782,83,car,full_service,52
3155,4,bike,full_service,60
23350,29,bike,repair,39
24713,0,car,full_service,48
7957,85,car,repair,43
10196,81,bike,full_service,19
11691,68,bike,full_service,16
22709,30,bike,repair,12
14327,90,car,full_service,71
25902,92,bike,repair,5
22087,126,car,full_service,84
3706,15,bike,full_service,46
1001,53,bike,repair,35
10225,139,bike,wash,78
28057,19,car,repair,34
25700,81,car,wash,47
18488,108,bike,repair,30
15820,112,bike,wash,16
11891,16,bike,full_service,63
2861,148,car,wash,73
6269,125,car,full_service,77
24327,2,car,repair,15
12112,16,car,wash,51
16699,49,car,full_service,27
9320,121,bike,repair,85
17821,89,bike,wash,47
22230,86,bike,full_service,81
11740,5,car,wash,85
4129,54,bike,wash,43
26797,146,car,full_service,77
25465,101,car,full_service,86
18285,28,bike,repair,59
15380,110,bike,full_service,22
12360,9,car,full_service,46
6398,90,car,wash,30
24062,28,bike,full_service,22
6529,44,car,wash,89
23988,50,car,wash,45
4918,100,car,full_service,46
18451,127,bike,full_service,37
17410,10,car,full_service,47
7937,81,car,full_service,18
24648,127,car,repair,59
8118,5,car,wash,62
17931,66,car,repair,14
11860,61,car,repair,32
26142,132,car,wash,18
26279,136,bike,repair,87
6338,27,bike,full_service,30
13472,37,bike,full_service,78
4140,42,car,full_service,21
8996,116,bike,full_service,38
16489,148,bike,wash,18
18974,45,car,full_service,30
15201,48,bike,wash,38
8776,38,car,wash,87
5943,70,car,wash,28
13886,126,car,wash,74
9997,148,bike,repair,24
8798,0,car,repair,43
21175,135,bike,full_service,49
18741,68,car,wash,38
9092,29,car,full_service,26
4225,114,bike,full_service,75
12810,7,car,full_service,37
27702,112,bike,full_service,10
15914,18,car,wash,20
3460,58,car,wash,76
9737,78,car,repair,27
14920,35,car,wash,22
20112,54,car,wash,18
29310,43,car,full_service,54
24110,76,car,wash,65
11754,77,car,full_service,40
24865,100,bike,wash,19
27655,29,bike,repair,9
23814,38,bike,full_service,57
11833,12,car,wash,52
4114,121,bike,wash,83
27502,143,bike,full_service,15
18000,111,car,repair,6
16360,44,bike,repair,28
21028,118,car,wash,86
23797,34,bike,wash,72
18587,6,bike,wash,83
10951,109,bike,full_service,16
3565,113,bike,full_service,63
4174,50,bike,full_service,71
20465,45,car,wash,36
3630,19,bike,repair,40
4161,95,car,full_service,25
5321,37,bike,repair,74
26245,103,car,wash,70
14204,31,bike,full_service,13
23653,57,bike,full_service,80
8099,147,bike,full_service,48
24760,81,bike,wash,63
12360,49,bike,wash,28
11313,51,car,wash,67
14502,85,bike,repair,82
21462,114,bike,repair,45
6801,149,car,full_service,80
15130,52,bike,full_service,78
15271,65,bike,wash,6
17075,116,bike,wash,32
5151,42,bike,wash,20
9911,81,bike,full_service,63
19984,63,car,wash,5
23559,136,bike,repair,5
29174,112,car,repair,35
13861,134,bike,full_service,26
1666,53,bike,full_service,80
17667,64,car,repair,63
6840,1,bike,wash,32
29479,131,bike,full_service,80
4565,77,car,full_service,31
11426,31,bike,full_service,5
21977,99,bike,repair,6
18849,129,car,full_service,70
25705,103,car,repair,53
22118,141,bike,repair,23
23641,147,bike,wash,32
8366,88,bike,wash,74
27636,48,car,wash,43
16630,135,car,full_service,23
21056,148,bike,repair,68
8382,86,bike,full_service,62
23971,7,bike,repair,21
17149,100,car,full_service,74
16871,15,car,repair,83
28070,39,car,wash,45
14273,105,bike,wash,9
1992,26,bike,full_service,27
7858,103,bike,repair,73
3121,104,car,wash,14
28160,145,bike,repair,72
13388,34,car,full_service,16
19607,112,bike,wash,14
21906,51,car,full_service,64
20572,142,bike,full_service,34
20621,52,bike,repair,28
5136,90,car,full_service,73
17727,80,bike,full_service,17
13653,103,car,repair,13
16479,65,bike,repair,22
22088,112,bike,full_service,39
5823,30,bike,wash,8
27852,60,car,wash,45
5920,100,bike,repair,30
20585,104,car,full_service,48
6471,97,bike,wash,46
18272,33,bike,repair,14
27619,58,car,repair,77
10533,2,bike,repair,5
8127,16,bike,full_service,58
4720,77,car,repair,20
20267,45,car,wash,50
16696,34,bike,full_service,17
21596,128,car,wash,68
24345,111,car,wash,82
19799,131,bike,wash,59
26693,60,car,full_service,67
29839,96,car,wash,22
20385,144,bike,repair,65
19122,89,car,repair,24
2364,135,car,wash,69
3708,58,bike,repair,68
13982,17,bike,full_service,80
18308,94,car,full_service,68
1151,15,bike,repair,17
26161,9,car,repair,72
25428,103,car,full_service,74
18296,75,car,wash,61
3321,149,car,full_service,49
14865,15,bike,wash,42
1495,11,bike,repair,58
12987,74,car,repair,40
3148,128,bike,wash,71
1556,26,car,wash,83
14393,11,car,full_service,15
2552,29,bike,wash,31
19504,8,bike,repair,21
4085,52,car,repair,89
20888,53,bike,repair,37
1156,48,car,wash,9
9926,3,bike,wash,85
24889,78,bike,repair,66
8162,90,car,wash,69
22907,78,bike,full_service,75
24927,102,bike,full_service,71
9055,110,car,wash,84
5654,57,car,wash,84
23634,81,car,repair,48
12468,131,car,wash,18
24630,21,car,repair,61
1154,130,car,full_service,52
8950,78,bike,wash,21
16323,98,car,full_service,48
18380,37,car,wash,8
27870,116,car,wash,85
5626,25,bike,repair,34
20289,135,car,repair,89
15259,49,car,wash,85
15873,37,bike,wash,79
14016,137,bike,repair,59
10369,41,car,full_service,34
1153,36,bike,wash,22
8853,139,bike,repair,88
13379,48,car,wash,77
16792,141,car,repair,48
23865,45,car,full_service,66
6599,28,bike,wash,35
19100,11,car,wash,20
28778,115,bike,full_service,81
15785,81,car,wash,27
12049,43,bike,wash,18
1786,1,car,wash,6
5368,16,bike,repair,16
25480,137,car,repair,62
15923,17,car,wash,60
5272,21,car,full_service,28
21151,82,bike,full_service,41
28454,57,bike,wash,33
26218,52,car,repair,46
6994,0,bike,repair,22
24600,60,car,wash,7
26241,30,bike,repair,81
20810,65,car,repair,17
21167,146,bike,full_service,33
22811,52,bike,wash,70
8011,94,bike,repair,63
25436,149,bike,repair,52
21085,22,bike,repair,8
15086,142,car,wash,55
10261,130,bike,wash,9
19733,86,bike,repair,43
8011,147,bike,full_service,45
24439,124,bike,full_service,9
2212,108,car,wash,12
24349,39,bike,full_service,60
15141,120,bike,repair,29
10344,38,car,wash,56
7704,119,car,wash,56
16896,17,bike,full_service,11
24817,142,car,wash,65
19895,36,bike,full_service,89
1143,4,bike,full_service,51
11681,72,car,repair,86
8367,134,bike,full_service,70
4228,40,car,full_service,63
5582,9,car,wash,9
14147,67,bike,repair,48
12397,23,bike,repair,46
7031,77,car,full_service,65
5243,144,bike,wash,67
14647,108,car,wash,54
28718,23,car,wash,42
12496,6,car,repair,58
10549,72,car,repair,48
16146,106,bike,full_service,28
20097,98,bike,full_service,67
5185,121,bike,wash,43
26933,11,bike,full_service,16
13486,84,bike,wash,67
8328,2,bike,repair,13
22017,78,car,full_service,83
20576,84,bike,wash,26
17684,9,car,repair,40
18107,32,car,wash,78
23078,45,car,full_service,32
4010,58,bike,wash,60
6555,51,car,repair,33
1067,5,bike,full_service,9
29412,129,car,repair,8
13185,28,bike,full_service,55
19890,118,bike,wash,19
2537,96,bike,repair,64
17781,67,bike,repair,30
12549,59,bike,wash,27
6680,123,car,repair,33
26739,83,bike,repair,61
22209,40,bike,repair,66
9747,112,car,repair,63
23432,64,bike,wash,52
16116,78,bike,repair,86
21045,62,bike,repair,39
27327,147,bike,repair,50
3941,117,bike,full_service,37
11849,36,car,full_service,75
28371,63,bike,wash,14
27905,85,car,wash,52
8067,132,bike,wash,48
22475,33,car,repair,74
11151,38,car,full_service,67
18985,66,car,full_service,53
28369,61,bike,wash,76
18864,87,bike,full_service,89
23614,130,car,wash,45
26678,108,bike,repair,87
20660,88,bike,full_service,43
16126,66,car,repair,27
16613,78,bike,repair,17
7447,28,car,full_service,57
6499,73,bike,wash,74
7273,31,car,full_service,61
2299,86,bike,repair,80
23202,38,bike,wash,71
7701,136,car,repair,52
5994,100,car,wash,24
16627,141,bike,full_service,66
29455,67,car,repair,49
8489,147,car,wash,67
27111,27,car,wash,12
9269,13,car,full_service,30
3831,76,car,wash,42
12602,115,bike,wash,45
20105,27,car,repair,6
12819,88,car,full_service,11
18916,31,car,full_service,29
25813,136,car,repair,55
22637,94,bike,repair,54
2996,16,car,repair,68
22695,116,bike,wash,16
12619,76,bike,full_service,57
17661,54,car,full_service,79
4089,9,car,full_service,14
1523,79,bike,wash,65
21659,133,bike,full_service,59
13410,115,bike,full_service,72
22749,78,car,full_service,46
16732,59,bike,full_service,70
20506,41,car,repair,48
9167,115,bike,wash,32
6190,108,bike,full_service,82
5575,70,car,full_service,62
8727,101,car,full_service,6
16378,12,bike,full_service,59
2797,14,car,full_service,38
3131,35,car,repair,24
24706,14,bike,repair,51
15900,116,car,wash,30
23884,74,car,wash,88
18199,55,bike,full_service,5
28270,94,bike,full_service,69
26018,131,car,repair,79
12332,51,car,wash,19
7666,137,car,full_service,18
17526,83,bike,full_service,59
13479,28,bike,full_service,5
2410,52,car,wash,37
13665,20,car,repair,74
1534,111,car,repair,60
27292,137,bike,full_service,27
4364,75,bike,full_service,58
18416,29,car,full_service,7
4342,124,car,full_service,50
26986,50,car,full_service,10
23469,145,car,wash,29
14465,77,bike,repair,21
5500,21,car,wash,32
2172,63,car,wash,36
26464,20,bike,full_service,27
28914,128,car,wash,20
21901,106,car,repair,30
9007,115,car,full_service,37
2641,123,car,repair,62
17855,142,car,wash,52
20324,35,car,full_service,87
9738,46,bike,repair,59
5726,31,car,repair,45
12789,53,bike,full_service,66
25054,22,bike,repair,21
12017,1,bike,full_service,63
21107,109,bike,full_service,18
1363,123,car,wash,86
11358,66,car,repair,25
4309,70,car,full_service,67
17929,28,car,wash,50
4240,118,bike,wash,59
7665,112,bike,full_service,66
13921,44,bike,full_service,43
2936,15,car,repair,46
14968,30,bike,repair,52
26538,49,car,repair,32
12197,121,bike,full_service,88
12998,14,car,wash,10
1882,48,bike,wash,63
21224,9,bike,full_service,74
7923,19,car,repair,43
26446,69,bike,wash,61
21995,7,bike,wash,58
28561,33,car,repair,64
14708,3,bike,wash,21
26441,107,bike,repair,44
6204,23,bike,wash,70
29885,54,bike,wash,89
8288,25,car,wash,58
4203,24,car,repair,75
28473,35,bike,wash,48
3244,70,car,wash,88
1018,11,bike,wash,71
18025,128,car,full_service,61
4083,115,bike,wash,40
22584,132,bike,wash,61
9521,82,car,repair,47
18249,5,bike,repair,48
1773,25,bike,full_service,66
5732,112,bike,repair,87
27930,102,bike,repair,65
28914,119,car,repair,15
20902,8,car,full_service,81
28518,44,car,full_service,37
7795,13,car,wash,70
7984,111,bike,wash,27
3567,54,bike,repair,53
17121,136,bike,wash,24
2674,14,bike,wash,19
11875,36,car,full_service,70
12572,126,car,full_service,34
1739,116,car,wash,8
2545,83,bike,wash,68
27835,71,bike,wash,69
10327,95,bike,repair,12
6127,110,bike,full_service,56
24331,148,car,wash,18
24004,104,car,wash,62
10065,146,car,repair,15
21939,57,bike,full_service,63
11492,94,car,repair,28
23029,117,bike,repair,36
26327,5,car,wash,50
14749,3,car,repair,32
24508,42,bike,repair,20
10045,92,bike,wash,46
21116,41,bike,full_service,20
19667,2,car,wash,16
10521,128,car,full_service,80
9669,14,car,repair,66
28302,46,car,repair,38
12283,84,bike,wash,42
7998,57,car,wash,88
29806,38,bike,wash,51
14440,130,car,repair,83
13697,34,bike,repair,26
14733,51,bike,full_service,84
22797,117,car,wash,7
2269,13,car,repair,5
8868,29,bike,full_service,57
13373,89,car,wash,68
19987,134,bike,wash,48
6961,94,car,full_service,51
16734,68,car,full_service,42
10661,126,car,full_service,67
9569,51,car,repair,85
8557,141,car,wash,45
19064,62,bike,wash,25
9433,35,car,full_service,49
16653,90,bike,repair,17
10111,52,bike,full_service,70
6682,108,bike,repair,70
16479,149,car,wash,47
16047,71,bike,wash,66
9084,14,bike,repair,52
22751,112,bike,wash,30
17453,68,bike,wash,65
21308,115,bike,full_service,66
7200,3,bike,repair,86
11278,74,car,wash,18
3007,145,bike,wash,58
26376,41,bike,repair,45
16802,29,car,wash,64
14329,142,bike,repair,13
25503,69,car,repair,48
3779,15,car,full_service,60
22304,110,bike,repair,7
1755,103,bike,full_service,63
7495,106,car,wash,77
11187,122,car,repair,17
23319,26,car,full_service,34
10513,12,car,repair,57
19714,72,bike,wash,84
23089,85,car,full_service,55
25685,30,car,full_service,46
18400,2,car,full_service,30
8347,29,bike,wash,63
15249,148,car,full_service,73
15879,98,car,wash,83
15057,133,bike,wash,7
13057,98,bike,repair,45
25600,85,car,wash,5
5938,63,car,full_service,69
20222,117,car,full_service,74
1737,113,bike,wash,79
7200,86,bike,wash,54
9371,39,car,repair,84
17615,24,car,repair,63
19301,94,car,full_service,78
9534,45,bike,wash,67
23302,137,car,full_service,29
3623,31,car,wash,14
9646,96,bike,full_service,81
14543,143,car,full_service,5
29960,15,bike,full_service,18
23785,17,bike,wash,25
13817,135,car,repair,62
24456,74,bike,repair,42
19660,0,bike,wash,5
24777,124,car,repair,88
26171,37,bike,full_service,9
21258,44,bike,wash,48
21914,80,car,wash,69
24548,128,car,repair,61
5497,31,car,repair,49
28245,135,car,full_service,64
8933,117,car,wash,70
19519,39,bike,repair,51
7727,73,bike,wash,30
13156,110,bike,full_service,13
18949,102,bike,full_service,55
17692,102,bike,full_service,12
25918,73,car,wash,9
9627,113,car,wash,43
9368,122,car,wash,72
17522,56,car,wash,44
17577,73,bike,wash,40
20641,82,car,full_service,25
16577,78,car,full_service,30
20619,129,bike,full_service,79
14472,92,bike,repair,89
1942,49,car,full_service,60
5620,28,bike,wash,61
29455,80,bike,full_service,63
23104,9,car,repair,11
17195,116,bike,repair,46
28689,142,car,repair,17
12154,59,bike,repair,88
7353,148,bike,repair,83
22341,59,bike,wash,38
10145,57,bike,full_service,57
10494,44,car,wash,50
14562,123,bike,wash,61
20765,25,car,repair,65
23223,101,car,full_service,60
3880,50,bike,full_service,33
27763,51,bike,full_service,18
22271,50,car,repair,72
1545,130,bike,wash,75
15132,13,bike,full_service,17
14304,0,car,wash,21
2927,144,bike,full_service,33
21536,13,car,full_service,85
17388,80,bike,full_service,87
12673,2,bike,full_service,77
22917,97,bike,repair,6
28829,39,bike,repair,66
16372,88,bike,wash,24
26938,124,bike,repair,86
27396,94,car,full_service,60
22762,8,car,wash,56
23617,93,bike,wash,29
3663,83,bike,wash,66
28514,20,car,full_service,21
16033,24,car,full_service,43
10465,101,car,wash,14
4326,121,bike,repair,63
4659,24,bike,full_service,29
28521,136,bike,full_service,32
28594,102,car,repair,80
18515,56,car,wash,65
5763,36,bike,repair,62
24121,15,car,full_service,48
11828,36,bike,wash,87
15820,75,bike,wash,27
12221,25,car,repair,82
12211,19,bike,full_service,21
14569,136,car,full_service,83
6092,102,car,wash,89
7022,28,bike,full_service,42
13569,30,bike,wash,34
20543,18,car,wash,23
14515,147,bike,wash,36
7159,26,car,full_service,24
24702,93,bike,repair,68
14223,84,car,wash,40
9445,43,car,repair,69
22691,112,bike,repair,87
25904,149,bike,repair,47
28167,73,car,repair,30
12022,86,car,repair,11
4044,142,car,wash,38
10612,93,car,full_service,40
6636,97,bike,repair,10
12593,140,bike,full_service,41
17179,131,bike,full_service,66
3892,55,car,wash,77
22672,96,bike,repair,64
6812,97,car,full_service,68
1654,33,car,full_service,54
22865,99,bike,repair,56
18143,144,bike,wash,21
24166,13,car,wash,64
2798,111,car,repair,81
6159,74,bike,full_service,85
28547,96,car,wash,58
12618,120,bike,wash,14
9446,54,bike,full_service,29
22646,116,car,full_service,22
4823,92,car,full_service,68
17099,36,car,full_service,83
19260,25,car,repair,63
28333,66,car,full_service,31
28200,83,bike,wash,62
23538,17,bike,full_service,65
8787,26,bike,full_service,87
29697,30,bike,repair,83
12196,105,car,repair,75
21900,128,bike,full_service,47
21118,5,car,repair,84
26820,10,car,repair,15
23356,17,car,repair,9
24023,20,car,repair,62
22740,18,car,full_service,43
7380,3,bike,repair,52
18392,76,car,repair,84
21698,115,car,wash,24
10702,24,bike,full_service,85
27535,76,bike,repair,23
19892,48,bike,wash,64
22142,64,car,repair,30
3682,82,car,full_service,83
24695,0,car,wash,29
1989,80,car,wash,19
13476,20,bike,full_service,88
9446,85,bike,wash,25
29739,14,bike,wash,51
5711,49,bike,repair,39
7479,47,bike,wash,48
24348,48,bike,full_service,10
14161,107,car,repair,79
15635,44,car,wash,27
9075,31,bike,repair,43
21836,131,bike,full_service,77
25831,96,bike,wash,22
2007,79,bike,full_service,44
23880,145,car,full_service,40
27331,53,car,wash,32
8688,126,car,wash,68
11763,133,bike,repair,87
4908,65,bike,full_service,62
28573,136,bike,wash,42
20187,108,car,full_service,83
12957,22,car,wash,48
5379,106,car,full_service,80
28959,50,bike,repair,6
17482,71,car,full_service,77
25772,102,car,wash,39
28105,79,bike,repair,5
1877,144,car,repair,50
16585,17,bike,wash,64
19252,142,bike,repair,67
20049,80,bike,full_service,49
18772,106,car,full_service,61
19799,68,car,wash,41
26145,79,bike,full_service,11
3637,142,car,wash,20
8242,41,bike,repair,54
10257,33,car,full_service,18
9613,47,bike,wash,10
3883,135,bike,full_service,65
2204,137,car,repair,25
17928,4,bike,repair,14
29742,115,bike,full_service,36
12831,116,bike,repair,10
16464,107,bike,wash,6
18607,22,bike,full_service,43
20556,61,car,full_service,53
26343,12,car,repair,31
23834,136,bike,wash,60
29233,19,car,full_service,18
14994,91,bike,full_service,27
7520,107,bike,repair,89
1654,107,bike,repair,55
24205,32,bike,wash,29
19830,147,bike,wash,57
23276,63,car,repair,15
9412,29,car,wash,39
4666,107,car,repair,59
5277,72,car,full_service,62
21786,108,car,repair,72
19953,144,car,repair,41
6515,99,bike,repair,81
10205,13,car,full_service,13
27627,18,bike,wash,32
16198,70,bike,wash,59
4985,58,car,wash,50
14135,96,car,repair,84
9167,43,bike,repair,74
8448,110,bike,wash,31
21694,10,bike,full_service,14
20403,105,bike,full_service,27
4681,1,bike,full_service,25
27019,124,car,full_service,49
21580,144,car,repair,7
28586,93,bike,wash,63
17956,92,bike,full_service,47
10524,3,bike,repair,11
5753,62,bike,repair,31
8082,28,bike,repair,66
5002,18,bike,wash,46
6629,90,bike,repair,8
28710,28,bike,wash,66
13278,115,car,wash,12
9417,69,bike,wash,88
21584,122,bike,wash,21
2997,22,car,repair,9
9963,45,bike,repair,67
16784,7,bike,repair,13
24806,65,bike,full_service,12
5524,99,bike,full_service,11
26009,60,car,wash,41
28675,111,bike,wash,59
28305,51,bike,wash,71
4407,35,bike,wash,12
7731,111,car,wash,73
8795,86,bike,full_service,9
12332,84,bike,wash,21
26441,12,car,repair,62
20177,46,car,wash,67
24718,89,car,repair,31
3911,21,car,repair,80
25336,57,bike,repair,72
19799,29,car,repair,32
17634,145,car,wash,62
16194,105,car,wash,54
5951,145,bike,wash,71
9098,73,car,wash,35
29333,93,bike,wash,16
22673,70,bike,full_service,59
17117,6,car,repair,8
9102,64,bike,repair,46
24641,45,car,full_service,58
6565,17,car,full_service,26
23821,140,bike,wash,5
26494,7,bike,wash,52
2173,73,bike,repair,47
28779,144,bike,wash,24
9624,101,car,repair,22
15394,78,bike,wash,74
14256,78,bike,wash,53
1835,120,bike,repair,80
27822,62,bike,full_service,21
19646,39,car,full_service,57
26473,83,car,wash,26
12824,14,bike,full_service,86
5567,98,bike,wash,14
4815,133,car,full_service,28
17630,120,car,full_service,88
3429,62,car,repair,16
10182,135,car,full_service,8
28886,127,bike,wash,46
10118,111,bike,repair,9
12630,110,car,full_service,30
22671,31,car,repair,63
3607,44,bike,full_service,66
26650,121,bike,wash,84
6930,81,car,wash,9
5022,12,bike,repair,30
12991,23,car,full_service,87
22168,13,bike,full_service,10
7617,69,bike,repair,28
4151,61,car,repair,57
29014,119,bike,wash,11
6580,88,car,repair,14
8054,0,bike,full_service,43
25090,125,car,repair,82
8619,31,car,wash,32
16823,140,car,repair,46
14247,31,bike,full_service,66
5573,55,car,repair,56
16339,90,car,repair,26
4491,3,bike,repair,61
1706,22,bike,wash,15
16728,28,car,wash,18
7997,97,car,wash,35
6233,148,bike,wash,8
28640,29,bike,full_service,26
26329,89,bike,full_service,68
6755,147,car,wash,81
24344,143,bike,wash,88
26163,66,car,wash,87
18718,100,car,repair,83
22972,57,car,full_service,88
19231,24,bike,repair,65
7851,22,bike,wash,10
13126,128,bike,full_service,83
24595,96,car,wash,72
8865,142,car,repair,10
13118,127,bike,full_service,70
4317,80,bike,repair,40
13212,3,car,full_service,19
12347,134,car,wash,80
29878,45,car,full_service,44
11390,8,car,repair,45
24195,32,bike,repair,11
15863,83,car,repair,26
17548,131,car,repair,76
8060,64,bike,wash,15
27574,105,bike,repair,6
16504,33,bike,wash,34
4057,84,bike,full_service,72
27660,87,car,repair,57
5428,54,car,full_service,25
1402,136,car,full_service,29
9605,16,car,wash,77
25620,148,car,repair,76
16761,140,bike,wash,9
23733,130,bike,repair,70
21541,3,car,full_service,89
28043,6,bike,wash,53
1867,25,car,repair,12
14779,23,car,full_service,83
16155,9,car,wash,31
9210,12,car,wash,6
1364,124,car,wash,32
24851,38,bike,wash,15
16366,146,bike,full_service,50
29408,18,car,full_service,25
7571,75,car,full_service,46
17963,51,bike,full_service,36
25058,119,car,repair,36
26121,45,car,full_service,75
15017,148,car,wash,26
7468,74,bike,wash,82
5150,123,car,wash,81
14065,47,car,wash,25
20423,61,bike,repair,26
5137,57,car,wash,38
13236,17,car,wash,14
29902,107,bike,wash,69
17836,47,bike,full_service,69
13153,62,car,full_service,71
23921,11,bike,repair,47
14833,33,car,repair,45
2381,101,car,repair,17
9154,86,bike,wash,8
2467,24,car,repair,27
14439,131,bike,full_service,74
20122,140,bike,full_service,38
24956,48,bike,full_service,45
26792,77,car,wash,22
24131,135,bike,wash,37
18264,54,car,repair,29
13006,17,bike,repair,56
4149,34,bike,repair,21
25660,6,car,repair,55
8892,12,car,wash,7
21528,125,bike,full_service,59
17136,111,car,wash,60
2168,68,car,repair,39
13356,99,bike,wash,72
4129,89,bike,full_service,63
16032,41,car,wash,63
21029,108,bike,full_service,17
3526,109,bike,repair,66
12059,25,bike,wash,51
4516,75,car,repair,80
20751,31,car,repair,7
24722,90,car,full_service,25
11386,124,bike,full_service,69
4555,125,car,repair,22
17012,51,bike,full_service,17
15157,147,bike,full_service,75
6111,102,bike,repair,81
7752,104,bike,repair,85
17829,13,car,full_service,49
7364,103,bike,repair,66
4626,116,bike,repair,34
21400,47,car,full_service,79
4875,92,bike,wash,18
6497,143,car,wash,57
16979,109,car,repair,14
12529,52,car,full_service,76
23622,2,bike,repair,35
17645,67,car,full_service,10
27424,132,bike,repair,87
22376,137,car,repair,23
14382,51,car,full_service,16
5025,95,car,repair,68
11458,30,car,wash,86
14844,65,bike,wash,59
25667,90,bike,full_service,71
21606,68,car,repair,13
5175,86,car,wash,10
28885,32,car,full_service,5
10174,67,bike,full_service,46
4443,87,car,full_service,59
22395,94,car,wash,53
11725,107,bike,wash,34
1693,52,car,wash,39
29696,73,car,wash,67
9347,48,car,repair,26
12780,112,car,wash,47
19196,113,bike,full_service,32
14841,94,bike,repair,22
15254,24,bike,wash,36
15021,131,car,repair,73
14368,138,car,full_service,58
6724,144,bike,wash,38
29690,107,car,repair,35
2407,68,car,wash,8
9032,83,bike,repair,18
26792,84,bike,repair,19
15572,118,car,full_service,64
18794,71,bike,full_service,24
20881,19,car,wash,24
21756,26,bike,wash,53
8394,7,bike,repair,72
17935,84,car,full_service,22
12586,60,car,full_service,28
26752,2,bike,repair,31
13926,6,car,full_service,37
21716,3,car,full_service,68
1997,132,car,repair,29
21460,138,bike,wash,73
15390,124,car,wash,22
7099,14,car,wash,49
22939,12,bike,repair,24
28307,117,bike,wash,39
29513,6,bike,repair,10
21436,103,bike,repair,79
22687,5,car,full_service,13
25502,63,car,full_service,56
23486,29,bike,wash,32
14509,21,bike,repair,23
6490,117,car,wash,89
25948,83,car,wash,67
6616,132,bike,full_service,11
16958,142,car,wash,41
3248,89,car,wash,40
18232,120,bike,full_service,21
11748,105,bike,wash,41
11514,68,bike,wash,85
23738,94,bike,repair,64
9695,76,car,wash,53
9070,0,bike,full_service,85
28765,149,car,full_service,60
9894,61,car,repair,38
21009,17,car,full_service,34
17698,47,bike,full_service,31
16123,136,car,full_service,55
3376,0,bike,wash,13
26616,136,bike,repair,24
5378,106,bike,repair,51
12182,129,car,repair,23
25833,141,bike,repair,72
1574,37,bike,full_service,81
14330,39,car,wash,16
27128,81,bike,full_service,77
22969,15,car,full_service,83
22876,126,car,full_service,89
9949,116,bike,full_service,83
20194,92,bike,repair,9
25518,133,bike,repair,73
26680,2,bike,wash,29
6670,13,car,full_service,35
25099,65,bike,repair,50
7567,94,bike,wash,38
13716,85,car,full_service,45
20843,113,bike,full_service,82
7117,128,bike,repair,72
21376,14,bike,full_service,42
8837,36,bike,full_service,50
17587,26,bike,repair,73
15531,11,car,wash,31
20159,66,bike,wash,47
27908,29,car,repair,82
19376,95,car,repair,75
19627,134,car,wash,49
9498,33,car,wash,22
19071,31,bike,repair,36
5109,116,bike,repair,6
19244,38,car,repair,45
27537,95,bike,full_service,24
22560,130,bike,repair,62
18106,42,car,full_service,42
26355,80,bike,wash,5
14521,2,car,wash,73
9720,73,car,repair,58
5893,116,bike,repair,18
17727,62,bike,wash,29
29362,110,bike,wash,13
29258,39,car,wash,87
22782,17,car,wash,65
9400,66,bike,repair,56
22120,102,car,full_service,12
20790,137,bike,wash,20
26887,45,bike,wash,12
27875,54,bike,full_service,27
28912,74,bike,repair,77
15606,96,car,full_service,38
11139,25,bike,repair,22
18303,21,car,repair,48
23203,25,car,repair,19
3044,72,car,repair,19
17802,114,car,repair,27
19133,50,car,wash,69
28418,112,car,repair,75
24762,145,bike,wash,36
18483,11,car,repair,36
4392,2,bike,wash,37
20156,119,car,full_service,47
11672,134,bike,full_service,17
15444,133,bike,wash,13
7784,81,car,repair,66
18929,44,bike,wash,61
2070,126,bike,wash,52
23906,85,car,repair,47
2850,114,car,full_service,71
22437,8,car,wash,85
13390,11,car,full_service,36
3939,115,car,full_service,77
11095,87,car,full_service,64
17301,61,car,wash,5
8194,103,car,wash,61
6851,72,bike,repair,88
24057,76,car,repair,73
17378,39,bike,wash,89
1678,134,car,repair,73
1988,16,car,full_service,72
28051,118,car,full_service,65
27183,125,car,wash,12
28445,23,bike,full_service,11
2502,1,bike,wash,41
19173,91,car,wash,46
22665,148,bike,wash,36
17198,116,car,full_service,21
22411,52,bike,wash,32
18809,45,car,wash,74
16867,44,bike,repair,52
15266,8,bike,full_service,58
7654,5,bike,wash,46
3440,50,car,repair,40
11234,118,bike,wash,70
24240,34,car,full_service,35
8367,81,bike,repair,69
26854,146,car,repair,7
14490,24,car,wash,17
3594,138,car,wash,35
22073,16,bike,full_service,33
19820,35,bike,full_service,61
6517,95,car,wash,37
29379,20,car,repair,57
27781,17,car,full_service,14
10219,145,bike,full_service,67
7310,0,bike,repair,77
4539,141,bike,wash,69
15744,135,bike,full_service,6
20867,50,bike,repair,6
24755,78,car,full_service,73
19625,35,car,repair,78
7378,61,car,full_service,41
20149,128,car,wash,6
10365,84,bike,repair,65
12422,41,bike,full_service,44
28926,0,car,full_service,67
5911,53,bike,repair,29
1403,99,car,repair,42
14180,38,bike,wash,41
28301,6,bike,repair,86
20766,149,car,full_service,31
5163,120,car,wash,88
25014,44,car,repair,54
17471,73,bike,full_service,38
15336,119,bike,repair,48
26734,71,bike,full_service,76
23200,137,car,full_service,8
6470,141,car,wash,56
15953,45,car,wash,59
7276,122,bike,repair,77
6739,117,bike,wash,16
21657,74,car,repair,18
28433,5,car,wash,39
26957,20,car,wash,10
7523,146,bike,repair,51
